# doubletapd trace v1
# travel_mm=3.5000
us,k1_mm,k2_mm
12803921,2.8192,3.5000
12804926,2.6926,3.5000
12805924,2.5660,3.5000
12806918,2.4668,3.5000
12807924,2.3265,3.5000
12808920,2.1828,3.5000
12809924,2.0288,3.5000
12810920,1.8954,3.5000
12811923,1.7757,3.5000
12812920,1.6217,3.5000
12813922,1.4609,3.5000
12814923,1.3035,3.5000
12815922,1.2009,3.5000
12816921,1.0264,3.5000
12817927,0.8587,3.5000
12818919,0.7014,3.5000
12819922,0.5508,3.5000
12820920,0.4140,3.5000
12821922,0.2566,3.5000
12822915,0.0718,3.5000
12823919,0.0479,3.5000
12824920,0.0000,3.5000
12847923,0.0479,3.5000
12848924,0.1437,3.5000
12849920,0.2463,3.5000
12850920,0.3421,3.5000
12851920,0.4585,3.5000
12852921,0.5850,3.5000
12853920,0.7390,3.5000
12854920,0.9203,3.5000
12855920,1.0401,3.5000
12856919,1.2385,3.5000
12857920,1.4575,3.5000
12858920,1.7175,3.5000
12859915,2.0015,3.5000
12860918,2.2033,3.5000
12861920,2.5112,3.5000
12862920,2.8192,3.5000
12863920,3.1339,3.5000
12864925,3.4726,3.5000
12865920,3.5000,3.5000
12896925,3.5000,3.4932
12897920,3.5000,3.4658
12898925,3.5000,3.4076
12899921,3.5000,3.3426
12900920,3.5000,3.2708
12901921,3.5000,3.2160
12902920,3.5000,3.1031
12903921,3.5000,2.9971
12904920,3.5000,2.8773
12905921,3.5000,2.7952
12906921,3.5000,2.6549
12907916,3.5000,2.5181
12908920,3.5000,2.3675
12909920,3.5000,2.2717
12910920,3.5000,2.1212
12911921,3.5000,1.9741
12912921,3.5000,1.8680
12913920,3.5000,1.7141
12914920,3.5000,1.5704
12915920,3.5000,1.3856
12916926,3.5000,1.2967
12917923,3.5000,1.1222
12918924,3.5000,0.9409
12919921,3.5000,0.7869
12920924,3.5000,0.6022
12921921,3.5000,0.4790
12922924,3.5000,0.3148
12923921,3.5000,0.1026
12924924,3.5000,0.0000
13024927,3.4966,0.0000
13025926,3.4829,0.0000
13026922,3.4487,0.0000
13027931,3.4008,0.0000
13028922,3.3460,0.0000
13029924,3.2776,0.0000
13030922,3.2092,0.0000
13031919,3.1442,0.0000
13032922,3.0552,0.0000
13033924,2.9526,0.0000
13034922,2.8465,0.0000
13035924,2.7576,0.0000
13036922,2.6173,0.0000
13037924,2.4736,0.0000
13038923,2.3128,0.0000
13039926,2.1520,0.0000
13040922,2.0425,0.0000
13041920,1.8543,0.0000
13042921,1.6696,0.0000
13043924,1.4575,0.0000
13044922,1.2693,0.0000
13045924,1.1222,0.0000
13046922,0.8895,0.0000
13047925,0.6637,0.0000
13048922,0.4585,0.0000
13049924,0.2395,0.0000
13050922,0.0718,0.0000
13051924,0.0000,0.0000
13272934,0.0411,0.0000
13273928,0.0479,0.0000
13298932,0.0342,0.0000
13313930,0.0000,0.0000
13314930,0.0000,0.0000
13456934,0.0000,0.0411
13481935,0.0000,0.0479
13494931,0.0000,0.0411
13500938,0.0000,0.0342
13508929,0.0000,0.0000
13509927,0.0000,0.0000
13585936,0.0000,0.0342
13685942,0.0000,0.0000
13686934,0.0000,0.0000
13891943,0.0855,0.0000
13892936,0.3729,0.0000
13893934,0.6124,0.0000
13894933,0.8280,0.0000
13895933,1.0503,0.0000
13896932,1.2043,0.0000
13897933,1.4301,0.0000
13898932,1.6730,0.0000
13899933,1.9057,0.0000
13900933,2.0596,0.0000
13901933,2.3162,0.0000
13902932,2.5694,0.0000
13903932,2.8465,0.0000
13904932,3.1510,0.0000
13905935,3.3426,0.0000
13906932,3.5000,0.0000
13921942,3.5000,0.0616
13922936,3.5000,0.3148
13923973,3.5000,0.6227
13924934,3.5000,0.9135
13926008,3.5000,1.0743
13926934,3.5000,1.2864
13927965,3.5000,1.4712
13928933,3.5000,1.6046
13929992,3.5000,1.7346
13930933,3.5000,1.9022
13931963,3.5000,2.0323
13932933,3.5000,2.1144
13933969,3.5000,2.2444
13934933,3.5000,2.3641
13935963,3.5000,2.4770
13936934,3.5000,2.5591
13937974,3.5000,2.6789
13938935,3.5000,2.8021
13939965,3.5000,2.9321
13940934,3.5000,3.0176
13941959,3.5000,3.1681
13942933,3.5000,3.3221
13943965,3.5000,3.4384
13944934,3.5000,3.5000
14025971,3.4932,3.5000
14026936,3.4897,3.5000
14027968,3.4589,3.5000
14028977,3.4282,3.5000
14029959,3.3768,3.5000
14030934,3.3289,3.5000
14031963,3.2708,3.5000
14032934,3.2126,3.5000
14033963,3.1408,3.5000
14034934,3.0552,3.5000
14035963,2.9697,3.5000
14036934,2.8842,3.5000
14037963,2.8123,3.5000
14038938,2.7131,3.5000
14039965,2.6070,3.5000
14040935,2.5010,3.5000
14041964,2.4360,3.5000
14042934,2.3128,3.5000
14043959,2.1999,3.5000
14044934,2.0904,3.5000
14045970,1.9775,3.5000
14046934,1.8920,3.5000
14047959,1.7757,3.5000
14048935,1.6559,3.5000
14049976,1.5430,3.5000
14050934,1.4438,3.5000
14051996,1.3412,3.5000
14052935,1.2283,3.5000
14053969,1.1017,3.5000
14054935,0.9819,3.5000
14055981,0.8827,3.5000
14056935,0.7698,3.5000
14057964,0.6672,3.5000
14058935,0.5645,3.5000
14059993,0.4482,3.5000
14060934,0.3387,3.5000
14061970,0.2361,3.5000
14062934,0.1505,3.5000
14063994,0.0479,3.5000
14064934,0.0000,3.5000
14096025,0.0582,3.5000
14096946,0.1300,3.5000
14097974,0.1779,3.5000
14098945,0.2634,3.5000
14099984,0.3319,3.5000
14100945,0.4106,3.5000
14101974,0.5064,3.5000
14102975,0.6124,3.5000
14103935,0.6877,3.5000
14104982,0.8143,3.5000
14105972,0.9717,3.5000
14107000,1.1222,3.5000
14107964,1.2693,3.5000
14108968,1.3822,3.5000
14109973,1.5567,3.5000
14110976,1.7414,3.5000
14111978,1.9296,3.5000
14112972,2.1383,3.5000
14113943,2.2581,3.5000
14114943,2.4565,3.5000
14115941,2.6686,3.5000
14116940,2.8842,3.5000
14117944,3.0244,3.5000
14118943,3.2434,3.5000
14119943,3.4726,3.5000
14120941,3.5000,3.5000
14177948,3.5000,3.4932
14178967,3.5000,3.4692
14179940,3.5000,3.4350
14180974,3.5000,3.3939
14181941,3.5000,3.3426
14183006,3.5000,3.3118
14183941,3.5000,3.2502
14184975,3.5000,3.1887
14185942,3.5000,3.1476
14186988,3.5000,3.0826
14187944,3.5000,3.0210
14189007,3.5000,2.9697
14189941,3.5000,2.9081
14190972,3.5000,2.8465
14191942,3.5000,2.7849
14192966,3.5000,2.7199
14193941,3.5000,2.6755
14194974,3.5000,2.6139
14195937,3.5000,2.5591
14196979,3.5000,2.5215
14197941,3.5000,2.4599
14198979,3.5000,2.3983
14199941,3.5000,2.3470
14200973,3.5000,2.2854
14201941,3.5000,2.2478
14202971,3.5000,2.1862
14203936,3.5000,2.1383
14204972,3.5000,2.0699
14205939,3.5000,2.0220
14206972,3.5000,1.9501
14207943,3.5000,1.8920
14208972,3.5000,1.8201
14209942,3.5000,1.7551
14210976,3.5000,1.6901
14211941,3.5000,1.6388
14212976,3.5000,1.5567
14213941,3.5000,1.4780
14214969,3.5000,1.4096
14215941,3.5000,1.3377
14216972,3.5000,1.2796
14217941,3.5000,1.2009
14218966,3.5000,1.1359
14219941,3.5000,1.0640
14220973,3.5000,0.9853
14221942,3.5000,0.9374
14222973,3.5000,0.8724
14223942,3.5000,0.8314
14224966,3.5000,0.7903
14225979,3.5000,0.7322
14227004,3.5000,0.6911
14227974,3.5000,0.6603
14228973,3.5000,0.6056
14229974,3.5000,0.5816
14230972,3.5000,0.5543
14231979,3.5000,0.5064
14232970,3.5000,0.4721
14239942,3.5000,0.4824
14240940,3.5000,0.4892
14241940,3.5000,0.5029
14242939,3.5000,0.5303
14243940,3.5000,0.5406
14244942,3.5000,0.5508
14245940,3.5000,0.5919
14246940,3.5000,0.6056
14247940,3.5000,0.6364
14248939,3.5000,0.6808
14249940,3.5000,0.7253
14250940,3.5000,0.7664
14251940,3.5000,0.8109
14252939,3.5000,0.8690
14253939,3.5000,0.9272
14254941,3.5000,0.9819
14255940,3.5000,1.0332
14256939,3.5000,1.0846
14257946,3.5000,1.1427
14258940,3.5000,1.2214
14259941,3.5000,1.2898
14260945,3.5000,1.3822
14261940,3.5000,1.4917
14262940,3.5000,1.5875
14263940,3.5000,1.7004
14264940,3.5000,1.8338
14265940,3.5000,1.9844
14266940,3.5000,2.1041
14267940,3.5000,2.2820
14268940,3.5000,2.4736
14269941,3.5000,2.6926
14270940,3.5000,2.8465
14271940,3.5000,3.0826
14272939,3.5000,3.3392
14273940,3.5000,3.5000
14310995,3.4932,3.5000
14311984,3.4555,3.5000
14313026,3.3974,3.5000
14313942,3.3392,3.5000
14314980,3.2605,3.5000
14315981,3.1681,3.5000
14316988,3.0860,3.5000
14317982,2.9629,3.5000
14318981,2.8192,3.5000
14319985,2.6823,3.5000
14320980,2.5728,3.5000
14321976,2.4052,3.5000
14322975,2.2375,3.5000
14323941,2.0665,3.5000
14324942,1.8783,3.5000
14325941,1.7483,3.5000
14326941,1.5601,3.5000
14327941,1.3685,3.5000
14328941,1.1735,3.5000
14329941,0.9819,3.5000
14330941,0.8314,3.5000
14331936,0.5987,3.5000
14332940,0.3900,3.5000
14333941,0.1540,3.5000
14334941,0.0000,3.5000
14394993,0.0547,3.5000
14395970,0.3832,3.5000
14396967,0.5337,3.5000
14397973,0.7595,3.5000
14398968,0.9853,3.5000
14399974,1.2009,3.5000
14400974,1.4677,3.5000
14401967,1.6388,3.5000
14402974,1.8886,3.5000
14403993,2.1691,3.5000
14404975,2.4497,3.5000
14405995,2.7336,3.5000
14406974,2.9321,3.5000
14407974,3.2331,3.5000
14408978,3.5000,3.5000
14445985,3.5000,3.4863
14446991,3.5000,3.4761
14447982,3.5000,3.4213
14449080,3.5000,3.3563
14449995,3.5000,3.3050
14451023,3.5000,3.2263
14451985,3.5000,3.1442
14452945,3.5000,3.0484
14453992,3.5000,2.9902
14454944,3.5000,2.8842
14455986,3.5000,2.7815
14456945,3.5000,2.7063
14457982,3.5000,2.5865
14458946,3.5000,2.4599
14459987,3.5000,2.3402
14460945,3.5000,2.2649
14461976,3.5000,2.1315
14462944,3.5000,2.0049
14463979,3.5000,1.8680
14464945,3.5000,1.7791
14465976,3.5000,1.6457
14466945,3.5000,1.5054
14467971,3.5000,1.3651
14468945,3.5000,1.2864
14469976,3.5000,1.1153
14470940,3.5000,0.9648
14471975,3.5000,0.8177
14472945,3.5000,0.7219
14473973,3.5000,0.5269
14474945,3.5000,0.3558
14475979,3.5000,0.1608
14476945,3.5000,0.0000
14521989,3.5000,0.0411
14522952,3.5000,0.1608
14523977,3.5000,0.3284
14524946,3.5000,0.4721
14525977,3.5000,0.7014
14526946,3.5000,0.8451
14527971,3.5000,1.0538
14528940,3.5000,1.3240
14529972,3.5000,1.5020
14530946,3.5000,1.7825
14531971,3.5000,2.0938
14532945,3.5000,2.4257
14533971,3.5000,2.6755
14534945,3.5000,3.0415
14535976,3.5000,3.4453
14536945,3.5000,3.5000
14563983,3.4932,3.5000
14564948,3.4555,3.5000
14565982,3.4179,3.5000
14566949,3.3495,3.5000
14567975,3.2776,3.5000
14568945,3.2023,3.5000
14569977,3.1168,3.5000
14570947,3.0450,3.5000
14571978,2.9423,3.5000
14572947,2.8226,3.5000
14573979,2.6960,3.5000
14574947,2.6036,3.5000
14575986,2.4599,3.5000
14576948,2.3060,3.5000
14577977,2.1417,3.5000
14578947,1.9878,3.5000
14579984,1.8543,3.5000
14580948,1.6764,3.5000
14581979,1.5020,3.5000
14582947,1.3309,3.5000
14583977,1.1427,3.5000
14584947,1.0230,3.5000
14585984,0.8416,3.5000
14586947,0.6672,3.5000
14587978,0.4927,3.5000
14588948,0.3421,3.5000
14589979,0.2224,3.5000
14590948,0.0855,3.5000
14591973,0.0342,3.5000
14592947,0.0000,3.5000
14610979,0.0547,3.5000
14611954,0.0855,3.5000
14612979,0.1540,3.5000
14613948,0.2463,3.5000
14614981,0.3524,3.5000
14615948,0.4892,3.5000
14616981,0.6261,3.5000
14617948,0.7835,3.5000
14618993,0.9853,3.5000
14619949,1.1804,3.5000
14620981,1.3206,3.5000
14621949,1.5601,3.5000
14622980,1.7825,3.5000
14623968,2.0357,3.5000
14624979,2.2067,3.5000
14625948,2.4633,3.5000
14626985,2.7268,3.5000
14627943,2.9868,3.5000
14628974,3.2571,3.5000
14629948,3.4350,3.5000
14630978,3.5000,3.5000
14661953,3.5000,3.4897
14662990,3.5000,3.4863
14664018,3.5000,3.4282
14664948,3.5000,3.3700
14665990,3.5000,3.2947
14666988,3.5000,3.2605
14667985,3.5000,3.1784
14668979,3.5000,3.0963
14669982,3.5000,3.0176
14670973,3.5000,2.9697
14671977,3.5000,2.8739
14672973,3.5000,2.7849
14673986,3.5000,2.6994
14674948,3.5000,2.6344
14675948,3.5000,2.5318
14676947,3.5000,2.4360
14677947,3.5000,2.3402
14678947,3.5000,2.2649
14679947,3.5000,2.1554
14680946,3.5000,2.0528
14681947,3.5000,1.9433
14682946,3.5000,1.8749
14683947,3.5000,1.7722
14684946,3.5000,1.6730
14685948,3.5000,1.5875
14686947,3.5000,1.5430
14687947,3.5000,1.4438
14688947,3.5000,1.3788
14689947,3.5000,1.3035
14690947,3.5000,1.2248
14691947,3.5000,1.1632
14692947,3.5000,1.1359
14693947,3.5000,1.0846
14694947,3.5000,1.0538
14695948,3.5000,1.0298
14696946,3.5000,1.0093
14697944,3.5000,0.9990
14700947,3.5000,1.0093
14701947,3.5000,1.0196
14702947,3.5000,1.0538
14703942,3.5000,1.1290
14704946,3.5000,1.2043
14705947,3.5000,1.2830
14706947,3.5000,1.4164
14707947,3.5000,1.5464
14708951,3.5000,1.6559
14709947,3.5000,1.8201
14710947,3.5000,2.0049
14711947,3.5000,2.2307
14712947,3.5000,2.4736
14713947,3.5000,2.6447
14714947,3.5000,2.9321
14715947,3.5000,3.2400
14716947,3.5000,3.4624
14717947,3.5000,3.5000
14718947,3.5000,3.4966
14725949,3.5000,3.5000
14742983,3.4897,3.5000
14743981,3.4726,3.5000
14744949,3.4384,3.5000
14745991,3.4008,3.5000
14746978,3.3700,3.5000
14747996,3.3255,3.5000
14748980,3.2708,3.5000
14749974,3.2126,3.5000
14750988,3.1510,3.5000
14751974,3.0997,3.5000
14752987,3.0244,3.5000
14753982,2.9526,3.5000
14754949,2.8773,3.5000
14755949,2.8055,3.5000
14756947,2.7405,3.5000
14757948,2.6686,3.5000
14758948,2.5865,3.5000
14759949,2.5215,3.5000
14760947,2.4633,3.5000
14761947,2.4086,3.5000
14762947,2.3539,3.5000
14763947,2.3196,3.5000
14764947,2.2786,3.5000
14765948,2.2444,3.5000
14766948,2.2273,3.5000
14767948,2.2204,3.5000
14768948,2.1999,3.5000
14769948,2.1965,3.5000
14770947,2.1931,3.5000
14776949,2.2033,3.5000
14777948,2.2444,3.5000
14778948,2.2820,3.5000
14779947,2.3265,3.5000
14780947,2.3778,3.5000
14781947,2.4120,3.5000
14782948,2.4668,3.5000
14783952,2.5386,3.5000
14784947,2.6173,3.5000
14785948,2.6926,3.5000
14786948,2.7405,3.5000
14787948,2.8157,3.5000
14788952,2.9047,3.5000
14789948,2.9936,3.5000
14790948,3.0484,3.5000
14791948,3.1476,3.5000
14792947,3.2571,3.5000
14793948,3.3597,3.5000
14794948,3.4863,3.5000
14795949,3.5000,3.5000
14903009,3.4863,3.5000
14903993,3.4589,3.5000
14904991,3.4282,3.5000
14906003,3.3939,3.5000
14906984,3.3529,3.5000
14907982,3.3050,3.5000
14908976,3.2537,3.5000
14909983,3.1955,3.5000
14910983,3.1442,3.5000
14911981,3.0723,3.5000
14912981,2.9868,3.5000
14913976,2.8910,3.5000
14914983,2.8260,3.5000
14915951,2.7131,3.5000
14916950,2.5899,3.5000
14917951,2.4599,3.5000
14918950,2.3333,3.5000
14919950,2.2341,3.5000
14920950,2.1041,3.5000
14921951,1.9604,3.5000
14922951,1.8270,3.5000
14923950,1.7414,3.5000
14924950,1.6183,3.5000
14925952,1.5122,3.5000
14926950,1.4062,3.5000
14927946,1.2967,3.5000
14928950,1.2351,3.5000
14929951,1.1838,3.5000
14930951,1.0948,3.5000
14931951,1.0367,3.5000
14932950,1.0024,3.5000
14933950,0.9614,3.5000
14934948,0.9443,3.5000
14935965,0.9203,3.5000
14936950,0.9101,3.5000
14937950,0.8964,3.5000
14942947,0.9032,3.5000
14943954,0.9169,3.5000
14944951,0.9717,3.5000
14945951,0.9922,3.5000
14946950,1.0196,3.5000
14947951,1.0709,3.5000
14948950,1.1290,3.5000
14949946,1.1872,3.5000
14950946,1.2488,3.5000
14951954,1.3446,3.5000
14952949,1.4267,3.5000
14953950,1.5362,3.5000
14954955,1.5943,3.5000
14955951,1.7072,3.5000
14956957,1.8372,3.5000
14957951,1.9501,3.5000
14958950,2.0836,3.5000
14959951,2.1691,3.5000
14960950,2.2991,3.5000
14961951,2.4360,3.5000
14962951,2.5865,3.5000
14963951,2.6823,3.5000
14964950,2.8397,3.5000
14965951,2.9936,3.5000
14966950,3.1544,3.5000
14967950,3.3289,3.5000
14968946,3.4282,3.5000
14969952,3.5000,3.5000
15007991,3.5000,3.4863
15008990,3.5000,3.4658
15009976,3.5000,3.4316
15011004,3.5000,3.3803
15011979,3.5000,3.3255
15012983,3.5000,3.2810
15013983,3.5000,3.2126
15014983,3.5000,3.1476
15015950,3.5000,3.0860
15016986,3.5000,3.0381
15017982,3.5000,2.9697
15018983,3.5000,2.9013
15019987,3.5000,2.8568
15020985,3.5000,2.7884
15021979,3.5000,2.7234
15022983,3.5000,2.6686
15023953,3.5000,2.6105
15024951,3.5000,2.5865
15025951,3.5000,2.5181
15026954,3.5000,2.4565
15027950,3.5000,2.3983
15028951,3.5000,2.3504
15029951,3.5000,2.2786
15030950,3.5000,2.2067
15031951,3.5000,2.1349
15032951,3.5000,2.0973
15033950,3.5000,2.0117
15034951,3.5000,1.9536
15035950,3.5000,1.8715
15036951,3.5000,1.8065
15037951,3.5000,1.7791
15038951,3.5000,1.7107
15039958,3.5000,1.6491
15040947,3.5000,1.6149
15041951,3.5000,1.5909
15042951,3.5000,1.5704
15043950,3.5000,1.5670
15044951,3.5000,1.5635
15046951,3.5000,1.5670
15047950,3.5000,1.5978
15048951,3.5000,1.6285
15049951,3.5000,1.6696
15050951,3.5000,1.7175
15051950,3.5000,1.7825
15052951,3.5000,1.8441
15053951,3.5000,1.9091
15054951,3.5000,1.9809
15055951,3.5000,2.0733
15056952,3.5000,2.1623
15057960,3.5000,2.2273
15058951,3.5000,2.3333
15059951,3.5000,2.4394
15060951,3.5000,2.5455
15061951,3.5000,2.6207
15062951,3.5000,2.7131
15063951,3.5000,2.8192
15064951,3.5000,2.9252
15065952,3.5000,2.9936
15066952,3.5000,3.0758
15067951,3.5000,3.1681
15068951,3.5000,3.2537
15069951,3.5000,3.3084
15070951,3.5000,3.3939
15071951,3.5000,3.4761
15072951,3.5000,3.5000
15210998,3.4932,3.5000
15211992,3.4726,3.5000
15212993,3.4555,3.5000
15214008,3.4145,3.5000
15215009,3.3871,3.5000
15215983,3.3324,3.5000
15216985,3.2810,3.5000
15217984,3.2160,3.5000
15218983,3.1681,3.5000
15219983,3.0929,3.5000
15220986,3.0142,3.5000
15221991,2.9286,3.5000
15222985,2.8500,3.5000
15223986,2.7884,3.5000
15224980,2.7028,3.5000
15225980,2.5968,3.5000
15226953,2.5078,3.5000
15227952,2.4223,3.5000
15228951,2.3573,3.5000
15229951,2.2649,3.5000
15230951,2.1691,3.5000
15231951,2.0767,3.5000
15232951,1.9878,3.5000
15233951,1.9194,3.5000
15234950,1.8304,3.5000
15235950,1.7380,3.5000
15236951,1.6457,3.5000
15237951,1.5601,3.5000
15238951,1.5020,3.5000
15239950,1.4164,3.5000
15240950,1.3309,3.5000
15241951,1.2385,3.5000
15242956,1.1769,3.5000
15243956,1.1222,3.5000
15244949,1.0503,3.5000
15245949,0.9819,3.5000
15246951,0.9374,3.5000
15247961,0.8861,3.5000
15248950,0.8451,3.5000
15249950,0.7937,3.5000
15250950,0.7835,3.5000
15251950,0.7595,3.5000
15252949,0.7390,3.5000
15253949,0.7151,3.5000
15255949,0.7082,3.5000
15261950,0.7356,3.5000
15262949,0.7698,3.5000
15263949,0.8074,3.5000
15264949,0.8519,3.5000
15265949,0.9340,3.5000
15266950,0.9990,3.5000
15267950,1.0674,3.5000
15268949,1.1530,3.5000
15269949,1.2693,3.5000
15270954,1.3959,3.5000
15271950,1.4746,3.5000
15272950,1.6354,3.5000
15273950,1.7757,3.5000
15274950,1.9775,3.5000
15275950,2.0904,3.5000
15276950,2.2854,3.5000
15277950,2.4839,3.5000
15278949,2.6823,3.5000
15279950,2.8944,3.5000
15280950,3.0176,3.5000
15281950,3.2092,3.5000
15282950,3.4042,3.5000
15283950,3.5000,3.5000
15329998,3.5000,3.4966
15331023,3.5000,3.4761
15331989,3.5000,3.4316
15333032,3.5000,3.4042
15333993,3.5000,3.3460
15334995,3.5000,3.2913
15335984,3.5000,3.2537
15336987,3.5000,3.1852
15337986,3.5000,3.1202
15338987,3.5000,3.0415
15339990,3.5000,2.9936
15340987,3.5000,2.9081
15341988,3.5000,2.8260
15343002,3.5000,2.7439
15343981,3.5000,2.6549
15345001,3.5000,2.5968
15345958,3.5000,2.5181
15346956,3.5000,2.4291
15347956,3.5000,2.3812
15348956,3.5000,2.2820
15349955,3.5000,2.1965
15350955,3.5000,2.1041
15351962,3.5000,2.0528
15352955,3.5000,1.9741
15353955,3.5000,1.8851
15354955,3.5000,1.8167
15355955,3.5000,1.7654
15356955,3.5000,1.6730
15357955,3.5000,1.5978
15358955,3.5000,1.5327
15359955,3.5000,1.4506
15360955,3.5000,1.4198
15361955,3.5000,1.3617
15362962,3.5000,1.3138
15363955,3.5000,1.2659
15364955,3.5000,1.2283
15365955,3.5000,1.2043
15366956,3.5000,1.1804
15367955,3.5000,1.1735
15368955,3.5000,1.1598
15369955,3.5000,1.1496
15376957,3.5000,1.1530
15377956,3.5000,1.1769
15378955,3.5000,1.1975
15379955,3.5000,1.2488
15380963,3.5000,1.2864
15381962,3.5000,1.3309
15382962,3.5000,1.4027
15383962,3.5000,1.4848
15384961,3.5000,1.5738
15385962,3.5000,1.6457
15386962,3.5000,1.7893
15387962,3.5000,1.9365
15388962,3.5000,2.0665
15389968,3.5000,2.2546
15390961,3.5000,2.4770
15391961,3.5000,2.7234
15392961,3.5000,2.9081
15393961,3.5000,3.1750
15394961,3.5000,3.4897
15395961,3.5000,3.5000
15396962,3.5000,3.4932
15407993,3.5000,3.4966
15409005,3.5000,3.5000
15419002,3.4932,3.5000
15420016,3.4863,3.5000
15420992,3.4521,3.5000
15421995,3.4110,3.5000
15422999,3.3529,3.5000
15423994,3.2845,3.5000
15424990,3.2023,3.5000
15425994,3.1476,3.5000
15427033,3.0450,3.5000
15427959,2.9355,3.5000
15428959,2.8123,3.5000
15429958,2.6857,3.5000
15430959,2.6002,3.5000
15431959,2.4428,3.5000
15432959,2.2889,3.5000
15433958,2.1281,3.5000
15434958,1.9604,3.5000
15435958,1.8304,3.5000
15436960,1.6354,3.5000
15437958,1.4506,3.5000
15438958,1.2419,3.5000
15439958,1.0914,3.5000
15440958,0.8895,3.5000
15441958,0.6740,3.5000
15442958,0.4482,3.5000
15443958,0.2361,3.5000
15444958,0.0582,3.5000
15445959,0.0000,3.5000
15479990,0.0787,3.5000
15481022,0.1711,3.5000
15481984,0.2840,3.5000
15483023,0.3832,3.5000
15483981,0.4892,3.5000
15484988,0.5816,3.5000
15485988,0.7219,3.5000
15486957,0.8553,3.5000
15487981,1.0161,3.5000
15488981,1.1804,3.5000
15489982,1.3788,3.5000
15490989,1.4848,3.5000
15491994,1.6799,3.5000
15492988,1.8680,3.5000
15493958,2.0870,3.5000
15494989,2.2341,3.5000
15495957,2.4907,3.5000
15496964,2.7576,3.5000
15497957,3.0552,3.5000
15498956,3.3871,3.5000
15499956,3.5000,3.5000
15533002,3.5000,3.4966
15533957,3.5000,3.4658
15534992,3.5000,3.4145
15535956,3.5000,3.3631
15536985,3.5000,3.3084
15537955,3.5000,3.2708
15539006,3.5000,3.2092
15539957,3.5000,3.1544
15540993,3.5000,3.0929
15541956,3.5000,3.0621
15542995,3.5000,2.9971
15543955,3.5000,2.9389
15545000,3.5000,2.8807
15545955,3.5000,2.8294
15546981,3.5000,2.7884
15547955,3.5000,2.7336
15548992,3.5000,2.6755
15549956,3.5000,2.6515
15550991,3.5000,2.5934
15551956,3.5000,2.5489
15552987,3.5000,2.5010
15553957,3.5000,2.4633
15554997,3.5000,2.4257
15555955,3.5000,2.4052
15556956,3.5000,2.3847
15557956,3.5000,2.3641
15558999,3.5000,2.3573
15559956,3.5000,2.3470
15560985,3.5000,2.3436
15561955,3.5000,2.3402
15564988,3.5000,2.3504
15565957,3.5000,2.3573
15566957,3.5000,2.3915
15567958,3.5000,2.4291
15568983,3.5000,2.4702
15569960,3.5000,2.5386
15570997,3.5000,2.6070
15571985,3.5000,2.6652
15572990,3.5000,2.7542
15573990,3.5000,2.8705
15574958,3.5000,2.9560
15576027,3.5000,3.1065
15576969,3.5000,3.2810
15577986,3.5000,3.4761
15578969,3.5000,3.5000
15579991,3.5000,3.4966
15580956,3.5000,3.4932
15582002,3.5000,3.4966
15592958,3.5000,3.5000
15600989,3.4966,3.5000
15601957,3.4863,3.5000
15602984,3.4555,3.5000
15603999,3.4179,3.5000
15604993,3.3700,3.5000
15605957,3.3152,3.5000
15607013,3.2708,3.5000
15607957,3.1955,3.5000
15608988,3.1134,3.5000
15609956,3.0244,3.5000
15610987,2.9321,3.5000
15611968,2.8534,3.5000
15612991,2.7473,3.5000
15613956,2.6310,3.5000
15614998,2.5078,3.5000
15615956,2.3983,3.5000
15616958,2.3060,3.5000
15617956,2.1623,3.5000
15618991,2.0391,3.5000
15619956,1.9057,3.5000
15620991,1.7517,3.5000
15621959,1.6628,3.5000
15622991,1.5259,3.5000
15623957,1.3754,3.5000
15624987,1.2454,3.5000
15625956,1.1701,3.5000
15627008,1.0298,3.5000
15627968,0.9340,3.5000
15628992,0.7937,3.5000
15629956,0.7014,3.5000
15630995,0.6193,3.5000
15631956,0.5440,3.5000
15632988,0.4824,3.5000
15633968,0.4242,3.5000
15635003,0.3524,3.5000
15635956,0.3319,3.5000
15636958,0.3011,3.5000
15637969,0.2498,3.5000
15639000,0.2463,3.5000
15639980,0.2292,3.5000
15645033,0.2463,3.5000
15645981,0.2566,3.5000
15647003,0.2908,3.5000
15647968,0.3011,3.5000
15649002,0.3592,3.5000
15649968,0.4037,3.5000
15650998,0.4619,3.5000
