# doubletapd trace v1
# travel_mm=3.5000
us,k1_mm,k2_mm
18830044,3.5000,2.6652
18831080,3.5000,2.5591
18832071,3.5000,2.4497
18833074,3.5000,2.3333
18834011,3.5000,2.2546
18835010,3.5000,2.1383
18836005,3.5000,2.0117
18837004,3.5000,1.8783
18838004,3.5000,1.7893
18839005,3.5000,1.6593
18840004,3.5000,1.5293
18841004,3.5000,1.4062
18842004,3.5000,1.3001
18843005,3.5000,1.1735
18844004,3.5000,1.0298
18845005,3.5000,0.8827
18846010,3.5000,0.8109
18847008,3.5000,0.6535
18848004,3.5000,0.5200
18849004,3.5000,0.3935
18850010,3.5000,0.2771
18851010,3.5000,0.1437
18852009,3.5000,0.0000
18939057,3.5000,0.0787
18940051,3.5000,0.2498
18941078,3.5000,0.3353
18942077,3.5000,0.4379
18943076,3.5000,0.5645
18944070,3.5000,0.6295
18945039,3.5000,0.7219
18946077,3.5000,0.7801
18947073,3.5000,0.8759
18948060,3.5000,0.9648
18949047,3.5000,1.0743
18950006,3.5000,1.1872
18951006,3.5000,1.2727
18952011,3.5000,1.4062
18953006,3.5000,1.5601
18954011,3.5000,1.7346
18955011,3.5000,1.8578
18956012,3.5000,2.0699
18957006,3.5000,2.3025
18958006,3.5000,2.5626
18959006,3.5000,2.7507
18960006,3.5000,3.0484
18961006,3.5000,3.3666
18962006,3.5000,3.5000
19039011,3.4966,3.5000
19040007,3.4761,3.5000
19041006,3.4384,3.5000
19042010,3.3905,3.5000
19043006,3.3221,3.5000
19044006,3.2468,3.5000
19045006,3.1476,3.5000
19046005,3.0415,3.5000
19047006,2.9697,3.5000
19048005,2.8465,3.5000
19049001,2.7165,3.5000
19050006,2.5728,3.5000
19051012,2.4633,3.5000
19052006,2.2991,3.5000
19053011,2.1178,3.5000
19054006,1.9262,3.5000
19055012,1.7483,3.5000
19056012,1.6012,3.5000
19057006,1.3993,3.5000
19058006,1.1667,3.5000
19059006,0.9580,3.5000
19060006,0.7630,3.5000
19061006,0.5953,3.5000
19062006,0.3695,3.5000
19063006,0.1608,3.5000
19064006,0.0000,3.5000
19142018,0.0582,3.5000
19143016,0.1026,3.5000
19144010,0.2840,3.5000
19145010,0.4174,3.5000
19146010,0.5645,3.5000
19147010,0.6911,3.5000
19148009,0.8211,3.5000
19149010,0.9648,3.5000
19150010,1.0538,3.5000
19151010,1.1975,3.5000
19152009,1.3309,3.5000
19153010,1.4883,3.5000
19154010,1.5909,3.5000
19155010,1.7449,3.5000
19156012,1.8988,3.5000
19157011,2.0630,3.5000
19158011,2.2375,3.5000
19159011,2.3333,3.5000
19160011,2.5010,3.5000
19161011,2.6618,3.5000
19162010,2.8260,3.5000
19163010,2.9902,3.5000
19164010,3.0929,3.5000
19165010,3.2571,3.5000
19166010,3.4213,3.5000
19167010,3.5000,3.5000
19231019,3.5000,3.4932
19232006,3.5000,3.4761
19233011,3.5000,3.4350
19234016,3.5000,3.3768
19235015,3.5000,3.3358
19236011,3.5000,3.2776
19237011,3.5000,3.2058
19238011,3.5000,3.1716
19239013,3.5000,3.0792
19240006,3.5000,3.0005
19241011,3.5000,2.9115
19242011,3.5000,2.8500
19243006,3.5000,2.7336
19244011,3.5000,2.6207
19245011,3.5000,2.5078
19246011,3.5000,2.4257
19247008,3.5000,2.2957
19248012,3.5000,2.1623
19249012,3.5000,2.0323
19250012,3.5000,1.9433
19251012,3.5000,1.8099
19252011,3.5000,1.6730
19253011,3.5000,1.5909
19254011,3.5000,1.4438
19255011,3.5000,1.3275
19256013,3.5000,1.2043
19257011,3.5000,1.0777
19258007,3.5000,1.0024
19259012,3.5000,0.8861
19260012,3.5000,0.7595
19261011,3.5000,0.6466
19262011,3.5000,0.5269
19263011,3.5000,0.4721
19264011,3.5000,0.3729
19265011,3.5000,0.2429
19266011,3.5000,0.1437
19267011,3.5000,0.0547
19268011,3.5000,0.0000
19269012,3.5000,0.0000
19321019,3.5000,0.0342
19322014,3.5000,0.0479
19323062,3.5000,0.1163
19324011,3.5000,0.2019
19325014,3.5000,0.2908
19326010,3.5000,0.3661
19327013,3.5000,0.4619
19328018,3.5000,0.5645
19329013,3.5000,0.6945
19330017,3.5000,0.8211
19331032,3.5000,0.9340
19332011,3.5000,1.0777
19333013,3.5000,1.2761
19334011,3.5000,1.4917
19335013,3.5000,1.6628
19336011,3.5000,1.9057
19337013,3.5000,2.1794
19338011,3.5000,2.4702
19339015,3.5000,2.6823
19340011,3.5000,3.0073
19341015,3.5000,3.3563
19342011,3.5000,3.5000
19409022,3.4932,3.5000
19410026,3.4658,3.5000
19411014,3.4350,3.5000
19412016,3.4042,3.5000
19413017,3.3666,3.5000
19414012,3.3187,3.5000
19415014,3.2776,3.5000
19416011,3.2263,3.5000
19417014,3.1681,3.5000
19418012,3.1031,3.5000
19419015,3.0381,3.5000
19420011,2.9765,3.5000
19421014,2.9150,3.5000
19422012,2.8431,3.5000
19423015,2.7610,3.5000
19424007,2.6755,3.5000
19425011,2.6105,3.5000
19426019,2.5249,3.5000
19427015,2.4291,3.5000
19428012,2.3299,3.5000
19429015,2.2307,3.5000
19430012,2.1417,3.5000
19431015,2.0425,3.5000
19432019,1.9125,3.5000
19433016,1.7996,3.5000
19434012,1.6662,3.5000
19435021,1.5670,3.5000
19436012,1.4267,3.5000
19437015,1.2864,3.5000
19438012,1.1461,3.5000
19439017,1.0024,3.5000
19440012,0.8245,3.5000
19441012,0.7356,3.5000
19442011,0.5714,3.5000
19443011,0.4003,3.5000
19444012,0.2224,3.5000
19445018,0.0855,3.5000
19446011,0.0547,3.5000
19447017,0.0000,3.5000
19448017,0.0000,3.5000
19503028,0.0342,3.5000
19504021,0.0958,3.5000
19505011,0.2395,3.5000
19506014,0.3250,3.5000
19507015,0.4619,3.5000
19508016,0.5543,3.5000
19509015,0.6500,3.5000
19510015,0.7082,3.5000
19511011,0.8211,3.5000
19512012,0.9409,3.5000
19513010,1.0401,3.5000
19514015,1.1427,3.5000
19515015,1.2659,3.5000
19516014,1.3548,3.5000
19517015,1.4746,3.5000
19518015,1.6114,3.5000
19519016,1.7380,3.5000
19520015,1.8954,3.5000
19521016,1.9775,3.5000
19522018,2.1212,3.5000
19523017,2.2717,3.5000
19524016,2.4120,3.5000
19525015,2.5728,3.5000
19526015,2.6652,3.5000
19527016,2.8157,3.5000
19528015,2.9731,3.5000
19529015,3.1373,3.5000
19530015,3.2537,3.5000
19531015,3.4282,3.5000
19532016,3.5000,3.5000
19587025,3.5000,3.4932
19588017,3.5000,3.4726
19589019,3.5000,3.4350
19590017,3.5000,3.4042
19591025,3.5000,3.3597
19592017,3.5000,3.3324
19593017,3.5000,3.2674
19594017,3.5000,3.2126
19595017,3.5000,3.1476
19596017,3.5000,3.1100
19597018,3.5000,3.0552
19598017,3.5000,2.9868
19599022,3.5000,2.9218
19600017,3.5000,2.8739
19601017,3.5000,2.8055
19602017,3.5000,2.7405
19603013,3.5000,2.6994
19604018,3.5000,2.6105
19605018,3.5000,2.5420
19606020,3.5000,2.4702
19607017,3.5000,2.4223
19608018,3.5000,2.3333
19609018,3.5000,2.2615
19610017,3.5000,2.1691
19611012,3.5000,2.0973
19612017,3.5000,2.0391
19613018,3.5000,1.9501
19614018,3.5000,1.8612
19615017,3.5000,1.8030
19616017,3.5000,1.7004
19617013,3.5000,1.6183
19618018,3.5000,1.5225
19619013,3.5000,1.4267
19620017,3.5000,1.3651
19621018,3.5000,1.2727
19622021,3.5000,1.1735
19623017,3.5000,1.0811
19624024,3.5000,0.9888
19625018,3.5000,0.9135
19626016,3.5000,0.8245
19627023,3.5000,0.7219
19628018,3.5000,0.6193
19629018,3.5000,0.5303
19630014,3.5000,0.4516
19631018,3.5000,0.3284
19632017,3.5000,0.2326
19633018,3.5000,0.2019
19634018,3.5000,0.0855
19635023,3.5000,0.0000
19636018,3.5000,0.0000
19671023,3.5000,0.0342
19672028,3.5000,0.0718
19673018,3.5000,0.1334
19674019,3.5000,0.1813
19675019,3.5000,0.2326
19676019,3.5000,0.2908
19677018,3.5000,0.3661
19678018,3.5000,0.4585
19679018,3.5000,0.5645
19680018,3.5000,0.6637
19681018,3.5000,0.7801
19682018,3.5000,0.9101
19683018,3.5000,1.0606
19684019,3.5000,1.1701
19685014,3.5000,1.3651
19686019,3.5000,1.5464
19687019,3.5000,1.6833
19688019,3.5000,1.9057
19689021,3.5000,2.1417
19690018,3.5000,2.4018
19691018,3.5000,2.6857
19692019,3.5000,2.8842
19693019,3.5000,3.1989
19694019,3.5000,3.5000
19744026,3.4932,3.5000
19745019,3.4761,3.5000
19746019,3.4487,3.5000
19747024,3.4145,3.5000
19748020,3.3700,3.5000
19749014,3.3152,3.5000
19750019,3.2571,3.5000
19751019,3.1887,3.5000
19752019,3.1408,3.5000
19753019,3.0689,3.5000
19754019,2.9800,3.5000
19755020,2.8944,3.5000
19756022,2.8260,3.5000
19757020,2.7302,3.5000
19758021,2.6378,3.5000
19759021,2.5215,3.5000
19760019,2.4257,3.5000
19761019,2.3436,3.5000
19762019,2.2239,3.5000
19763019,2.1109,3.5000
19764014,1.9878,3.5000
19765019,1.8783,3.5000
19766019,1.7825,3.5000
19767019,1.6559,3.5000
19768019,1.5191,3.5000
19769019,1.3925,3.5000
19770020,1.2933,3.5000
19771019,1.1564,3.5000
19772022,1.0264,3.5000
19773019,0.8724,3.5000
19774022,0.7424,3.5000
19775021,0.6535,3.5000
19776018,0.5200,3.5000
19777020,0.3798,3.5000
19778018,0.2498,3.5000
19779021,0.1266,3.5000
19780018,0.0582,3.5000
19781021,0.0411,3.5000
19782018,0.0000,3.5000
19830037,0.0650,3.5000
19831018,0.1129,3.5000
19832019,0.2053,3.5000
19833017,0.2771,3.5000
19834019,0.3490,3.5000
19835014,0.4448,3.5000
19836017,0.5645,3.5000
19837016,0.6500,3.5000
19838016,0.7869,3.5000
19839017,0.9203,3.5000
19840020,1.0024,3.5000
19841016,1.1256,3.5000
19842019,1.2454,3.5000
19843016,1.3822,3.5000
19844019,1.5430,3.5000
19845016,1.6388,3.5000
19846018,1.7620,3.5000
19847016,1.9194,3.5000
19848018,2.0733,3.5000
19849016,2.2375,3.5000
19850018,2.3231,3.5000
19851014,2.4702,3.5000
19852018,2.6207,3.5000
19853015,2.7781,3.5000
19854018,2.8842,3.5000
19855016,3.0518,3.5000
19856020,3.2195,3.5000
19857015,3.4008,3.5000
19858019,3.5000,3.5000
20042033,3.4932,3.5000
20043031,3.4863,3.5000
20044019,3.4453,3.5000
20045029,3.4076,3.5000
20046059,3.3597,3.5000
20047018,3.3050,3.5000
20048032,3.2674,3.5000
20049029,3.2058,3.5000
20050026,3.1442,3.5000
20051029,3.0758,3.5000
20052026,3.0279,3.5000
20053028,2.9800,3.5000
20054019,2.9218,3.5000
20055029,2.8636,3.5000
20056027,2.8055,3.5000
20057029,2.7507,3.5000
20058027,2.7063,3.5000
20059025,2.6481,3.5000
20060027,2.5968,3.5000
20061029,2.5352,3.5000
20062026,2.4804,3.5000
20063028,2.4394,3.5000
20064027,2.3778,3.5000
20065028,2.3265,3.5000
20066028,2.2649,3.5000
20067024,2.2067,3.5000
20068028,2.1588,3.5000
20069027,2.1007,3.5000
20070026,2.0425,3.5000
20071026,1.9946,3.5000
20072029,1.9262,3.5000
20073027,1.8441,3.5000
20074031,1.7859,3.5000
20075021,1.7243,3.5000
20076028,1.6662,3.5000
20077025,1.5841,3.5000
20078028,1.5259,3.5000
20079024,1.4438,3.5000
20080027,1.3754,3.5000
20081024,1.2830,3.5000
20082028,1.2111,3.5000
20083024,1.1290,3.5000
20084027,1.0743,3.5000
20085024,0.9888,3.5000
20086028,0.9272,3.5000
20087024,0.8382,3.5000
20088030,0.7458,3.5000
20089024,0.6740,3.5000
20090026,0.6090,3.5000
20091023,0.5406,3.5000
20092027,0.4687,3.5000
20093024,0.4140,3.5000
20094026,0.3490,3.5000
20095023,0.2942,3.5000
20096025,0.2053,3.5000
20097023,0.1950,3.5000
20098030,0.1300,3.5000
20099023,0.0718,3.5000
20100021,0.0650,3.5000
20101021,0.0547,3.5000
20102022,0.0000,3.5000
20103022,0.0000,3.5000
20126028,0.0342,3.5000
20127021,0.0787,3.5000
20128026,0.1095,3.5000
20129021,0.1437,3.5000
20130021,0.2292,3.5000
20131021,0.2771,3.5000
20132021,0.3592,3.5000
20133021,0.4106,3.5000
20134022,0.5200,3.5000
20135022,0.6056,3.5000
20136022,0.6740,3.5000
20137022,0.8143,3.5000
20138022,0.8759,3.5000
20139023,0.9922,3.5000
20140022,1.0640,3.5000
20141022,1.1632,3.5000
20142022,1.2625,3.5000
20143022,1.3754,3.5000
20144022,1.4848,3.5000
20145022,1.6012,3.5000
20146022,1.6730,3.5000
20147022,1.7722,3.5000
20148022,1.8954,3.5000
20149021,1.9980,3.5000
20150021,2.1281,3.5000
20151021,2.1931,3.5000
20152022,2.3128,3.5000
20153022,2.4360,3.5000
20154021,2.5591,3.5000
20155022,2.6891,3.5000
20156022,2.7576,3.5000
20157023,2.8842,3.5000
20158022,3.0279,3.5000
20159022,3.1613,3.5000
20160022,3.3084,3.5000
20161022,3.4110,3.5000
20162022,3.5000,3.5000
20202025,3.5000,3.4966
20203022,3.5000,3.4932
20204027,3.5000,3.4350
20205018,3.5000,3.3700
20206027,3.5000,3.2913
20207022,3.5000,3.2058
20208023,3.5000,3.1476
20209022,3.5000,3.0484
20210023,3.5000,2.9423
20211022,3.5000,2.8294
20212022,3.5000,2.7576
20213018,3.5000,2.6276
20214022,3.5000,2.4976
20215026,3.5000,2.4154
20216023,3.5000,2.2649
20217022,3.5000,2.1109
20218023,3.5000,1.9501
20219023,3.5000,1.8509
20220022,3.5000,1.6525
20221022,3.5000,1.4712
20222023,3.5000,1.2864
20223022,3.5000,1.1359
20224024,3.5000,0.9066
20225023,3.5000,0.6740
20226023,3.5000,0.4242
20227023,3.5000,0.2498
20228023,3.5000,0.0000
20229018,3.5000,0.0000
20309036,3.5000,0.0616
20310024,3.5000,0.2498
20311024,3.5000,0.3421
20312024,3.5000,0.4961
20313019,3.5000,0.6808
20314024,3.5000,0.8656
20315024,3.5000,1.0640
20316024,3.5000,1.2009
20317024,3.5000,1.4233
20318024,3.5000,1.6559
20319024,3.5000,1.9262
20320024,3.5000,2.0938
20321019,3.5000,2.3847
20322023,3.5000,2.6891
20323024,3.5000,3.0073
20324026,3.5000,3.2331
20325024,3.5000,3.5000
20412029,3.4897,3.5000
20413025,3.4589,3.5000
20414025,3.4247,3.5000
20415030,3.3871,3.5000
20416026,3.3460,3.5000
20417025,3.3050,3.5000
20418026,3.2605,3.5000
20419030,3.2058,3.5000
20420025,3.1579,3.5000
20421026,3.1100,3.5000
20422027,3.0484,3.5000
20423025,2.9868,3.5000
20424025,2.9286,3.5000
20425026,2.8773,3.5000
20426025,2.8260,3.5000
20427025,2.7678,3.5000
20428025,2.7131,3.5000
20429025,2.6584,3.5000
20430027,2.6070,3.5000
20431026,2.5694,3.5000
20432021,2.5078,3.5000
20433027,2.4633,3.5000
20434025,2.4086,3.5000
20435025,2.3607,3.5000
20436026,2.3265,3.5000
20437026,2.2786,3.5000
20438025,2.2410,3.5000
20439027,2.1965,3.5000
20440021,2.1383,3.5000
20441028,2.1041,3.5000
20442025,2.0528,3.5000
20443026,2.0152,3.5000
20444026,1.9638,3.5000
20445026,1.9091,3.5000
20446026,1.8749,3.5000
20447026,1.8338,3.5000
20448021,1.7825,3.5000
20449026,1.7346,3.5000
20450026,1.6867,3.5000
20451026,1.6320,3.5000
20452026,1.5909,3.5000
20453026,1.5362,3.5000
20454026,1.4985,3.5000
20455026,1.4438,3.5000
20456030,1.3925,3.5000
20457026,1.3446,3.5000
20458026,1.2898,3.5000
20459026,1.2454,3.5000
20460026,1.2214,3.5000
20461026,1.1906,3.5000
20462026,1.1564,3.5000
20463026,1.1393,3.5000
20464026,1.1222,3.5000
20465026,1.0982,3.5000
20466026,1.0880,3.5000
20469026,1.0777,3.5000
20474027,1.0846,3.5000
20475026,1.0914,3.5000
20476026,1.0982,3.5000
20477026,1.1290,3.5000
20478026,1.1427,3.5000
20479026,1.1735,3.5000
20480027,1.2009,3.5000
20481028,1.2214,3.5000
20482026,1.2830,3.5000
20483026,1.3138,3.5000
20484026,1.3651,3.5000
20485029,1.4267,3.5000
20486026,1.4883,3.5000
20487026,1.5122,3.5000
20488026,1.5772,3.5000
20489027,1.6662,3.5000
20490026,1.7346,3.5000
20491033,1.8236,3.5000
20492026,1.9228,3.5000
20493026,1.9741,3.5000
20494027,2.0699,3.5000
20495026,2.1794,3.5000
20496027,2.2820,3.5000
20497026,2.3607,3.5000
20498026,2.4804,3.5000
20499026,2.6036,3.5000
20500027,2.7405,3.5000
20501026,2.8807,3.5000
20502027,2.9731,3.5000
20503027,3.1237,3.5000
20504026,3.2776,3.5000
20505027,3.4487,3.5000
20506026,3.5000,3.5000
20579029,3.5000,3.4966
20580029,3.5000,3.4726
20581029,3.5000,3.4384
20582034,3.5000,3.4213
20583029,3.5000,3.3700
20584029,3.5000,3.3152
20585029,3.5000,3.2571
20586027,3.5000,3.1989
20587036,3.5000,3.1544
20588028,3.5000,3.1031
20589034,3.5000,3.0450
20590028,3.5000,2.9868
20591029,3.5000,2.9492
20592036,3.5000,2.8944
20593029,3.5000,2.8363
20594034,3.5000,2.8192
20595029,3.5000,2.7542
20596029,3.5000,2.6994
20597029,3.5000,2.6584
20598029,3.5000,2.6241
20599029,3.5000,2.5865
20600028,3.5000,2.5283
20601029,3.5000,2.4839
20602029,3.5000,2.4428
20603029,3.5000,2.4120
20604029,3.5000,2.3847
20605029,3.5000,2.3436
20606030,3.5000,2.2957
20607029,3.5000,2.2615
20608029,3.5000,2.2239
20609029,3.5000,2.2067
20610029,3.5000,2.1725
20611030,3.5000,2.1520
20612029,3.5000,2.1246
20613029,3.5000,2.1075
20614029,3.5000,2.0802
20615029,3.5000,2.0699
20616025,3.5000,2.0562
20617029,3.5000,2.0459
20618029,3.5000,2.0391
20620029,3.5000,2.0357
20626030,3.5000,2.0323
20628029,3.5000,2.0391
20629029,3.5000,2.0459
20630029,3.5000,2.0528
20631030,3.5000,2.0699
20632029,3.5000,2.0870
20633029,3.5000,2.1144
20634029,3.5000,2.1452
20635029,3.5000,2.1794
20636029,3.5000,2.2273
20637030,3.5000,2.2820
20638029,3.5000,2.3333
20639030,3.5000,2.3778
20640029,3.5000,2.4462
20641029,3.5000,2.5318
20642029,3.5000,2.6344
20643033,3.5000,2.7063
20644029,3.5000,2.8260
20645029,3.5000,2.9697
20646029,3.5000,3.1237
20647030,3.5000,3.2366
20648029,3.5000,3.4110
20649030,3.5000,3.5000
20717031,3.4863,3.5000
20718030,3.4761,3.5000
20719031,3.4213,3.5000
20720036,3.3666,3.5000
20721027,3.3118,3.5000
20722032,3.2331,3.5000
20723031,3.1373,3.5000
20724033,3.0244,3.5000
20725032,2.9150,3.5000
20726031,2.8363,3.5000
20727031,2.7063,3.5000
20728031,2.5660,3.5000
20729031,2.4189,3.5000
20730031,2.3196,3.5000
20731031,2.1623,3.5000
20732031,2.0015,3.5000
20733031,1.8236,3.5000
20734031,1.6593,3.5000
20735031,1.5191,3.5000
20736031,1.3514,3.5000
20737031,1.1632,3.5000
20738031,0.9648,3.5000
20739031,0.7972,3.5000
20740031,0.6808,3.5000
20741026,0.4824,3.5000
20742031,0.3011,3.5000
20743031,0.1129,3.5000
20744031,0.0000,3.5000
20802037,0.0787,3.5000
20803036,0.0890,3.5000
20804032,0.1882,3.5000
20805032,0.2669,3.5000
20806035,0.4003,3.5000
20807032,0.5337,3.5000
20808032,0.6706,3.5000
20809032,0.8177,3.5000
20810027,0.9306,3.5000
20811032,1.0743,3.5000
20812032,1.2488,3.5000
20813032,1.4233,3.5000
20814028,1.5943,3.5000
20815033,1.7175,3.5000
20816032,1.8954,3.5000
20817032,2.0767,3.5000
20818032,2.2615,3.5000
20819032,2.4394,3.5000
20820035,2.5591,3.5000
20821032,2.7336,3.5000
20822032,2.9218,3.5000
20823032,3.1065,3.5000
20824034,3.2263,3.5000
20825032,3.4179,3.5000
20826032,3.5000,3.5000
20977046,3.5000,3.4966
20989033,3.5000,3.5000
21025045,3.4932,3.5000
21026037,3.4863,3.5000
21027037,3.4829,3.5000
21028036,3.4761,3.5000
21029036,3.4726,3.5000
21030037,3.4658,3.5000
21040041,3.4692,3.5000
21041038,3.4829,3.5000
21042037,3.5000,3.5000
21131057,3.5000,3.4932
21132033,3.5000,3.4624
21133037,3.5000,3.4453
21134042,3.5000,3.3974
21135037,3.5000,3.3460
21136037,3.5000,3.2879
21137037,3.5000,3.2263
21138037,3.5000,3.1852
21139041,3.5000,3.1202
21140037,3.5000,3.0552
21141037,3.5000,2.9971
21142036,3.5000,2.9492
21143037,3.5000,2.8944
21144037,3.5000,2.8363
21145037,3.5000,2.7849
21146036,3.5000,2.7542
21147037,3.5000,2.6994
21148036,3.5000,2.6549
21149038,3.5000,2.6207
21150036,3.5000,2.5865
21151036,3.5000,2.5591
21152035,3.5000,2.5318
21153039,3.5000,2.5112
21154036,3.5000,2.4976
21155035,3.5000,2.4804
21156038,3.5000,2.4736
21162037,3.5000,2.4804
21163035,3.5000,2.4976
21164035,3.5000,2.5181
21165034,3.5000,2.5489
21166035,3.5000,2.5762
21167035,3.5000,2.6070
21168039,3.5000,2.6413
21169040,3.5000,2.6891
21170034,3.5000,2.7268
21171035,3.5000,2.7542
21172037,3.5000,2.8089
21173035,3.5000,2.8671
21174067,3.5000,2.9184
21175035,3.5000,2.9629
21176035,3.5000,3.0108
21177034,3.5000,3.0723
21178034,3.5000,3.1408
21179053,3.5000,3.1818
21180034,3.5000,3.2502
21181034,3.5000,3.3255
21182034,3.5000,3.3768
21183034,3.5000,3.4521
21184034,3.5000,3.5000
21234054,3.4932,3.5000
21235034,3.4418,3.5000
21236077,3.3837,3.5000
21237034,3.3187,3.5000
21238034,3.2571,3.5000
21239035,3.2058,3.5000
21240035,3.1373,3.5000
21241047,3.0655,3.5000
21242035,2.9868,3.5000
21243034,2.9218,3.5000
21244035,2.8534,3.5000
21245034,2.7678,3.5000
21246034,2.6755,3.5000
21247035,2.5797,3.5000
21248034,2.4804,3.5000
21249035,2.4018,3.5000
21250047,2.2786,3.5000
21251035,2.1588,3.5000
21252034,2.0254,3.5000
21253035,1.9194,3.5000
21254046,1.7688,3.5000
21255046,1.6183,3.5000
21256050,1.4609,3.5000
21257047,1.3035,3.5000
21258048,1.1701,3.5000
21259048,1.0230,3.5000
21260047,0.8211,3.5000
21261047,0.6877,3.5000
21262047,0.4687,3.5000
21263047,0.3113,3.5000
21264061,0.1848,3.5000
21265047,0.0411,3.5000
21266047,0.0000,3.5000
21267047,0.0000,3.5000
21299059,0.0411,3.5000
21300048,0.1266,3.5000
21301048,0.2395,3.5000
21302049,0.2908,3.5000
21303048,0.4277,3.5000
21304048,0.5440,3.5000
21305048,0.6911,3.5000
21306051,0.8587,3.5000
21307050,1.0298,3.5000
21308059,1.1256,3.5000
21309051,1.3309,3.5000
21310049,1.5293,3.5000
21311050,1.7243,3.5000
21312048,1.9194,3.5000
21313052,2.0596,3.5000
21314052,2.2546,3.5000
21315049,2.4565,3.5000
21316050,2.6584,3.5000
21317050,2.8500,3.5000
21318049,2.9834,3.5000
21319049,3.1921,3.5000
21320049,3.4076,3.5000
21321050,3.5000,3.5000
21374061,3.5000,3.4932
21375047,3.5000,3.4692
21376047,3.5000,3.4418
21377047,3.5000,3.4076
21378054,3.5000,3.3905
21379047,3.5000,3.3426
21380047,3.5000,3.3016
21381047,3.5000,3.2502
21382073,3.5000,3.2023
21383047,3.5000,3.1716
21384047,3.5000,3.1237
21385047,3.5000,3.0826
21386046,3.5000,3.0347
21387046,3.5000,3.0108
21388046,3.5000,2.9697
21389048,3.5000,2.9457
21390052,3.5000,2.9184
21391046,3.5000,2.9013
21392046,3.5000,2.8842
21393046,3.5000,2.8807
21394046,3.5000,2.8773
21396046,3.5000,2.8739
21399046,3.5000,2.8773
21400045,3.5000,2.8876
21401046,3.5000,2.9013
21402045,3.5000,2.9150
21403045,3.5000,2.9321
21404044,3.5000,2.9526
21405044,3.5000,2.9697
21406045,3.5000,2.9834
21407044,3.5000,3.0005
21408045,3.5000,3.0244
21409045,3.5000,3.0484
21410044,3.5000,3.0655
21411048,3.5000,3.0894
21412044,3.5000,3.1100
21413044,3.5000,3.1271
21414044,3.5000,3.1442
21415044,3.5000,3.1647
21416044,3.5000,3.1921
21417044,3.5000,3.2195
21418045,3.5000,3.2434
21419044,3.5000,3.2708
21420044,3.5000,3.2879
21421043,3.5000,3.3118
21422062,3.5000,3.3392
21423043,3.5000,3.3734
21424043,3.5000,3.4008
21425045,3.5000,3.4213
21426040,3.5000,3.4589
21427051,3.5000,3.4932
21428040,3.5000,3.5000
21725051,3.4966,3.5000
21726050,3.4795,3.5000
21727047,3.4589,3.5000
21728048,3.4418,3.5000
21729046,3.4213,3.5000
21730048,3.4042,3.5000
21731046,3.3905,3.5000
21732060,3.3803,3.5000
21733045,3.3666,3.5000
21734048,3.3529,3.5000
21735045,3.3460,3.5000
21736047,3.3358,3.5000
21737045,3.3221,3.5000
21738048,3.3187,3.5000
21739047,3.3050,3.5000
21740049,3.3016,3.5000
21741046,3.2947,3.5000
21742048,3.2913,3.5000
21743046,3.2879,3.5000
21744044,3.2845,3.5000
21745041,3.2810,3.5000
21746048,3.2776,3.5000
21747041,3.2708,3.5000
21760051,3.2776,3.5000
21761047,3.2845,3.5000
21762048,3.2879,3.5000
21763045,3.2981,3.5000
21764048,3.3050,3.5000
21765046,3.3118,3.5000
21766051,3.3221,3.5000
21767046,3.3358,3.5000
21768048,3.3426,3.5000
21769046,3.3597,3.5000
21770048,3.3768,3.5000
21771046,3.4008,3.5000
21772050,3.4076,3.5000
21773051,3.4247,3.5000
21774053,3.4487,3.5000
21775046,3.4726,3.5000
21776053,3.4966,3.5000
21777046,3.5000,3.5000
22100050,3.4966,3.5000
22101054,3.4829,3.5000
22102049,3.4487,3.5000
22103052,3.4247,3.5000
22104053,3.3974,3.5000
22105058,3.3529,3.5000
22106055,3.3255,3.5000
22107052,3.2845,3.5000
22108050,3.2468,3.5000
22109053,3.2092,3.5000
22110049,3.1716,3.5000
22111050,3.1373,3.5000
22112049,3.0894,3.5000
22113052,3.0484,3.5000
22114050,2.9971,3.5000
22115052,2.9594,3.5000
22116049,2.9081,3.5000
22117052,2.8671,3.5000
22118050,2.8157,3.5000
22119054,2.7542,3.5000
22120050,2.7028,3.5000
22121053,2.6413,3.5000
22122052,2.5968,3.5000
22123055,2.5420,3.5000
22124055,2.4736,3.5000
22125053,2.4154,3.5000
22126050,2.3744,3.5000
22127053,2.3094,3.5000
22128050,2.2478,3.5000
22129052,2.1931,3.5000
22130050,2.1246,3.5000
22131052,2.0904,3.5000
22132050,2.0288,3.5000
22133048,1.9878,3.5000
22134050,1.9228,3.5000
22135052,1.8612,3.5000
22136050,1.8304,3.5000
22137052,1.7859,3.5000
22138050,1.7483,3.5000
22139053,1.7072,3.5000
22140050,1.6833,3.5000
22141054,1.6491,3.5000
22142050,1.6285,3.5000
22143052,1.6080,3.5000
22144050,1.6012,3.5000
22145053,1.5978,3.5000
22147050,1.5943,3.5000
22148053,1.5909,3.5000
22151050,1.6080,3.5000
22152054,1.6149,3.5000
22153051,1.6422,3.5000
22154053,1.6730,3.5000
22155051,1.7004,3.5000
22156054,1.7449,3.5000
22157050,1.7893,3.5000
22158054,1.8441,3.5000
22159045,1.8988,3.5000
22160053,1.9673,3.5000
22161050,2.0425,3.5000
22162048,2.1281,3.5000
22163050,2.1896,3.5000
22164058,2.2786,3.5000
22165050,2.3847,3.5000
22166053,2.4941,3.5000
22167050,2.6241,3.5000
